id,name,type
75452921,Knightmare Cerberus,Link Monster
75574498,Princess Cologne,XYZ Monster
75620895,One-Eyed Skill Gainer,XYZ Monster
75676192,F.A. Motorhome Transport,Synchro Monster
75748977,XYZ-Hyper Dragon Cannon,Fusion Monster
75779210,Vylon Epsilon,Synchro Monster
75780818,Dyna Tank,Fusion Monster
75797046,Photon Alexandra Queen,XYZ Monster
75840616,Bujintei Susanowo,XYZ Monster
75906310,Armed Dragon Catapult Cannon,Fusion Monster
75923050,Super Robolady,Fusion Monster
75988594,Superheavy Samurai Swordmaster Musashi,Synchro Monster
75991898,Lavalval Dragon,Synchro Monster
76067258,Number 66: Master Key Beetle,XYZ Monster
76072561,Sky Striker Ace = Zero,Link Monster
76075139,Vaylantz Genesis Grand Duke,Pendulum Effect Fusion Monster
76078185,Heretical Phobos Covos,XYZ Monster
76145142,"Longirsu, the Orcust Orchestrator",Link Monster
76213610,Officiator of Doom Samuel,XYZ Monster
76232522,Recovery Sorcerer,Link Monster
76263644,Destiny End Dragoon,Fusion Monster
76290637,Gimmick Puppet Fantasix Machinix,XYZ Monster
76359406,Crystron Ametrix,Synchro Monster
76372778,Evigishki Merrowgeist,XYZ Monster
76419637,CXyz Battleship Cherry Blossom,XYZ Monster
76471944,Superheavy Samurai Ninja Sarutobi,Synchro Monster
76504386,"Number 39: Utopia, Emissary of Light",XYZ Monster
76524506,Garden Rose Flora,Synchro Tuner Monster
76547525,Red Wyvern,Synchro Monster
76589815,Battlin' Boxer Cheat Commissioner,XYZ Monster
76614340,Gem-Knight Ruby,Fusion Monster
76636978,Stardust Dragon - Victim Sanctuary,Synchro Monster
76666602,The Dragon that Devours the Dogma,Fusion Monster
76685519,Altergeist Kidolga,Link Monster
76774528,Scrap Dragon,Synchro Monster
76815942,Lyrilusc - Independent Nightingale,Fusion Monster
76821171,"Duralume, Vaalmonican Heathen Hallow",Link Monster
76833149,Melffy Mommy,XYZ Monster
76891401,Sea Dragon Lord Gishilnodon,Synchro Monster
76913983,Blackwing Armed Wing,Synchro Monster
76937326,Daigusto Laplampilica,Synchro Monster
77058170,Underclock Taker,Link Monster
77075360,Junk Speeder,Synchro Monster
77092311,"Tsuchigumo, the Poisonous Mayakashi",Synchro Monster
77102944,Appliancer Laundry Dragon,Link Monster
77205367,Number C96: Dark Storm,XYZ Monster
77307161,Trickstar Bloom,Link Monster
77313225,"Rciela, Sinister Soul of the White Forest",Synchro Tuner Monster
77334267,Wind-Up Arsenal Zenmaioh,XYZ Monster
77506119,Thunder Unicorn,Synchro Monster
77571454,Number 69: Heraldry Crest - Dark Matter Demolition,XYZ Monster
77610772,Ib the World Chalice Priestess,Link Monster
77631175,Comics Hero King Arthur,XYZ Monster
77637979,LANphorhynchus,Link Monster
77656797,Infernoble Knight Emperor Charles,Synchro Monster
77675029,Exosister Karmael,XYZ Monster
77693536,Fullmetalfoes Alkahest,Fusion Monster
77799846,Googly-Eyes Drum Dragon,XYZ Monster
77855162,Tilting Entrainment,Synchro Monster
77894049,Vanquish Soul Rocks,XYZ Monster
77967790,Dinowrestler King T Wrextle,Link Monster
78021082,Weaver of Fairy Tails,Fusion Monster
78084378,Diplexer Chimera,Fusion Monster
78135071,Exosister Kaspitell,XYZ Monster
78144171,"Dark Armed, the Dragon of Annihilation",XYZ Monster
78156759,Wind-Up Zenmaines,XYZ Monster
78225596,Appliancer Celtopus,Link Monster
78229193,White Aura Dolphin,Synchro Monster
78397661,Ecclesia and the Dark Dragon,Synchro Monster
78437364,Gouki The Great Ogre,Link Monster
78512663,Elemental HERO Magma Neos,Fusion Monster
78625448,Number 3: Numeron Gate Trini,XYZ Monster
78693036,"Juraishin, the Cursed Thunder God",Synchro Monster
78734254,Neo-Spacian Marine Dolphin,Fusion Monster
78778375,Frightfur Cruel Whale,Fusion Monster
78876707,Sacred Noble Knight of King Custennin,XYZ Monster
78917791,Shaman of the Tenyi,Link Monster
79016563,Binary Sorceress,Link Monster
79130389,Marincess Coral Anemone,Link Monster
79194594,Myutant Synthesis,Fusion Monster
79206925,Gravekeeper's Supernaturalist,Fusion Monster
79229522,Chimeratech Fortress Dragon,Fusion Monster
79266769,"Darkness Metal, the Dragon of Dark Steel",Link Monster
79415624,Snake-Eyes Vengeance Dragon,Synchro Monster
79480466,Bazoo the Soul-Devourer,XYZ Monster
79519259,Nightwinged Cleric,Synchro Monster
79559912,D/D/D Wave High King Caesar,XYZ Monster
79606837,Herald of the Arc Light,Synchro Monster
79625003,Number S37: Spider Shark,XYZ Monster
79656239,Aromaseraphy Sweet Marjoram,Synchro Monster
79747096,Number C1: Numeron Chaos Gate Sunya,XYZ Monster
79755671,Dracotail Gulamel,Fusion Monster
79864860,Predaplant Triphyoverutum,Fusion Monster
79985120,Raidraptor - Revolution Falcon - Air Raid,XYZ Monster
80032567,Jurrac Giganoto,Synchro Monster
80040886,Navy Dragon Mech,Synchro Monster
80071619,R.B. Shepherd's Crook,Link Monster
80071763,Dark Balter the Terrible,Fusion Monster
80073414,Absolute Axon Kicker,Fusion Monster
80086070,Ursarctic Grand Chariot,Synchro Monster
80088625,Binary Blader,Link Monster
80108118,X-Saber Urbellum,Synchro Monster
80117527,Number 11: Big Eye,XYZ Monster
80159717,Dragunity Knight - Trident,Synchro Monster
80321197,Crimson Blader,Synchro Monster
80453041,Phantom of Yubel,Fusion Monster
80516007,Rare Fish,Fusion Monster
80532587,Elder Entity N'tss,Fusion Monster
80666118,Scarlight Red Dragon Archfiend,Synchro Monster
80696379,Odd-Eyes Meteorburst Dragon,Synchro Monster
80727036,Man-Eating Black Shark,Fusion Monster
80764541,Number 44: Sky Pegasus,XYZ Monster
80773359,Assault Blackwing - Onimaru the Divine Thunder,Synchro Monster
80796456,Number 70: Malevolent Sin,XYZ Monster
80889750,Frightfur Sabre-Tooth,Fusion Monster
80896940,Nirvana High Paladin,Synchro Pendulum Effect Monster
80949182,Battlewasp - Hama the Conquering Bow,Synchro Monster
80993256,Ashura King,XYZ Monster
81003500,Elemental HERO Necroid Shaman,Fusion Monster
81019803,Merry Melffys,Synchro Monster
81020646,Void Ogre Dragon,Synchro Monster
81122844,Wind-Up Carrier Zenmaity,XYZ Monster
81196066,Lunalight Perfume Dancer,Fusion Monster
81197327,Elemental HERO Steam Healer,Fusion Monster
81330115,Number 30: Acid Golem of Destruction,XYZ Monster
81566151,Elemental HERO Flare Neos,Fusion Monster
81612598,Metalfoes Adamante,Fusion Monster
81769387,Appliancer Propelion,Link Monster
81846453,Martial Metal Marcher,Synchro Tuner Monster
81916745,Lycoris Lilyreaper,Synchro Monster
81927732,Raidraptor - Revolution Falcon,XYZ Monster
81983656,Blackwing Tamer - Obsidian Hawk Joe,Synchro Monster
81997228,Prank-Kids Battle Butler,Fusion Monster
82044280,Clear Wing Synchro Dragon,Synchro Monster
82135803,Fiendsmith's Desirae,Fusion Monster
82184400,Abyss Keeper,Link Monster
82197831,Rampaging Smashtank Rhynosaber,Synchro Monster
82308875,Number 7: Lucky Straight,XYZ Monster
82315403,Cyber Eternity Dragon,Fusion Monster
82370493,Predaplant Daredevil,Fusion Monster
82566662,Taotie Dragon,Link Monster
82570174,Sangenpai Bident Dragion,Synchro Tuner Monster
82633039,"Castel, the Skyblaster Musketeer",XYZ Monster
82697249,Number 59: Crooked Cook,XYZ Monster
82706696,GMX - VELOX,Fusion Monster
82734805,Infernoid Tierra,Fusion Monster
82944432,Blade Armor Ninja,XYZ Monster
82956492,D/D/D Oracle King d'Arc,Fusion Monster
83121692,Elemental HERO Tempest,Fusion Monster
83152482,Union Carrier,Link Monster
83257450,The Unstoppable Exodia Incarnate,Fusion Monster
83283063,Shiranui Shogunsaga,Synchro Monster
83340560,The Great Double Casted Caster,Fusion Monster
83519853,Ignoble Knight of High Laundsallyn,Synchro Monster
83531441,"Dante, Traveler of the Burning Abyss",XYZ Monster
83656563,Fossil Machine Skull Wagon,Fusion Monster
83743222,Goddess Bow,Fusion Monster
83755611,"Baxia, Brightness of the Yang Zing",Synchro Monster
83793721,Flowering Etoile the Melodious Magnificat,Fusion Monster
83810690,X-Saber Wayne,Synchro Monster
83827392,Expurrely Noir,XYZ Monster
83866861,Frightfur Chimera,Fusion Monster
83994433,Stardust Spark Dragon,Synchro Monster
84013237,Number 39: Utopia,XYZ Monster
84025439,Super Quantal Mech King Great Magnus,XYZ Monster
84040113,Muddy Mudragon,Synchro Monster
84058253,Chimeratech Rampage Dragon,Fusion Monster
84121193,Codebreaker Virus Swordsman,Link Monster
84124261,Number 39: Utopia Roots,XYZ Monster
84224627,Cat Shark,XYZ Monster
84243274,VWXYZ-Dragon Catapult Cannon,Fusion Monster
84271823,"Puzzlomino, the Drop-n-Deleter",Link Monster
84305651,Goyo King,Synchro Monster
84330567,Tearlaments Rulkallos,Fusion Monster
84343351,Crystal Clear Wing Over Synchro Dragon,Synchro Monster
84401683,Gorgonic Guardian,XYZ Monster
84417082,Number 91: Thunder Spark Dragon,XYZ Monster
84433295,Quintet Magician,Fusion Monster
84464389,Borreload Fatalflare Dragon,Fusion Monster
84521924,GranSolfachord Coolia,Link Monster
84544192,Ultimate Crystal Rainbow Dragon Overdrive,Fusion Monster
84546257,Marincess Coral Triangle,Link Monster
84569886,D/D/D Super Doom King Purple Armageddon,Pendulum Effect Fusion Monster
84664085,Satellite Warrior,Synchro Monster
84687358,Mirror Force Dragon,Fusion Monster
84766279,Daigusto Gulldos,Synchro Monster
84815190,Baronne de Fleur,Synchro Monster
84988419,Bloom Diva the Melodious Choir,Fusion Monster
85004150,Digital Bug Rhinosebus,XYZ Monster
85059922,Master of Chaos,Fusion Monster
85065943,Saint Azamina,Fusion Monster
85115440,Zoodiac Broadbull,XYZ Monster
85121942,Number C105: Battlin' Boxer Comet Cestus,XYZ Monster
85216896,Zefra Metaltron,Link Monster
85243784,Linkross,Link Monster
85252081,Super Quantal Mech Beast Grampulse,XYZ Monster
85289965,Borrelsword Dragon,Link Monster
85507811,Elemental HERO Glow Neos,Fusion Monster
85528209,Superheavy Samurai Beast Kyubi,Synchro Monster
85545073,Frightfur Bear,Fusion Monster
85551711,Ebon High Magician,XYZ Monster
85672957,Masked HERO Atomic,Fusion Monster
85684223,Reaper on the Nightmare,Fusion Monster
85692042,Primathmech Alembertian,XYZ Monster
85696777,Harpie Conductor,Link Monster
85747929,Galaxy Photon Dragon,XYZ Monster
85899505,Timaeus the United Magical Dragon,Fusion Monster
85908279,Invoked Cocytus,Fusion Monster
85909450,Harpie's Pet Phantasmal Dragon,XYZ Monster
85969517,Plunder Patrollship Jord,Synchro Pendulum Effect Monster
86038337,"Faisan, Hunting Scout of the Deep Forest",Fusion Monster
86066372,Accesscode Talker,Link Monster
86099788,The Last Warrior from Another Planet,Fusion Monster
86137485,Stygian Sergeants,Synchro Monster
86148577,Guardragon Elpy,Link Monster
86154370,Hi-Speedroid Clear Wing Rider,Synchro Monster
86164529,Aqua Dragon,Fusion Monster
86165817,Evil HERO Malicious Bane,Fusion Monster
86221741,Raidraptor - Ultimate Falcon,XYZ Monster
86238081,Odd-Eyes Raging Dragon,XYZ Pendulum Effect Monster
86239173,Horned Saurus,Fusion Monster
86240887,"Buster Blader, the Dragon Destroyer Swordsman",Fusion Monster
86274272,Ritual Beast Ulti-Apelio,Fusion Monster
86282581,Evil HERO Darkest Knight,Fusion Monster
86331741,Gagagaga Magician,XYZ Monster
86346643,Rainbow Neos,Fusion Monster
86520461,Fossil Warrior Skull Bone,Fusion Monster
86532744,Number S39: Utopia Prime,XYZ Monster
86676862,Evil HERO Malicious Fiend,Fusion Monster
86682165,Icejade Gymir Aegirine,Synchro Monster
86750474,Trickstar Foxglove Witch,Link Monster
86805855,Dark Blade the Dragon Knight,Fusion Monster
86848580,Ice Beast Zerofyne,XYZ Monster
86926989,Shiranui Skillsaga Supremacy,Link Monster
86938484,Shaddoll Construct,Link Monster
86943389,Hi-Speedroid Puzzle,Synchro Monster
87054946,"Nephthys, the Sacred Flame",Link Monster
87116928,Chimeratech Megafleet Dragon,Fusion Monster
87182127,Ancient Gear Howitzer,Fusion Monster
87188910,Ravenous Crocodragon Archethys,Synchro Monster
87259077,Lightning Warrior,Synchro Monster
87327776,Salamangreat Miragestallio,XYZ Monster
87451661,Scarred Dragon Archfiend,Synchro Monster
87460579,Flower Cardian Lightflare,Synchro Monster
87676171,"Tistina, the Divinity that Defies Darkness",XYZ Monster
87746184,Albion the Branded Dragon,Fusion Monster
87751584,Gatling Dragon,Fusion Monster
87758525,Favorite HERO Shining Flare Wingman,Fusion Monster
87804747,Ultimate Great Insect,Fusion Monster
87837090,Kuibelt the Blade Dragon,Synchro Monster
87871125,Salamangreat Sunlight Wolf,Link Monster
87911394,Number C39: Utopia Ray Victory,XYZ Monster
88000953,Rasterliger,Link Monster
88021907,Primathmech Laplacian,XYZ Monster
88033975,"Armades, Keeper of Boundaries",Synchro Monster
88093706,Update Jammer,Link Monster
88120966,Number 15: Gimmick Puppet Giant Grinder,XYZ Monster
88139289,Psychic Blaster Mk-II,Synchro Monster
88170262,Kewl Tune Remix,Synchro Tuner Monster
88177324,Number 107: Galaxy-Eyes Tachyon Dragon,XYZ Monster
88234821,Dragunity Knight - Areadbhair,Synchro Monster
88305705,Brave-Eyes Pendulum Dragon,Fusion Monster
88406570,Gouki Destroy Ogre,Link Monster
88581108,True King of All Calamities,XYZ Monster
88643579,Dark End Dragon,Synchro Monster
88722973,"Majester Paladin, the Ascending Dracoslayer",XYZ Monster
88753594,Lunalight Sabre Dancer,Fusion Monster
88754763,CXyz Coach Lord Ultimatrainer,XYZ Monster
88820235,Elemental HERO Shining Phoenix Enforcer,Fusion Monster
88917691,Gagagaga Girl,XYZ Monster
88942504,Melomelody the Brass Djinn,XYZ Monster
89112729,Cyber Saurus,Fusion Monster
89194103,The Fabled Kudabbi,Synchro Monster
89238128,Cyberse Accelerator,Link Monster
89310929,Mist Valley Thunder Lord,Synchro Monster
89474727,Stardust Chronicle Spark Dragon,Synchro Monster
89477759,Number C1000: Numerounius,XYZ Monster
89516305,Number 87: Queen of the Night,XYZ Monster
89544521,Deskbot Jet,Synchro Monster
89604813,Blue-Eyes Ultimate Spirit Dragon,Synchro Monster
89642993,Number 63: Shamoji Soldier,XYZ Monster
89851827,Secreterion Dragon,Fusion Monster
89856523,Brotherhood of the Fire Fist - Kirin,Synchro Monster
89870349,Masked HERO Blast,Fusion Monster
89907227,White Aura Bihamut,Synchro Monster
90011273,Breachborrel Dragon,Link Monster
90036274,Clear Wing Fast Dragon,Synchro Pendulum Effect Monster
90050480,Elemental HERO Cosmo Neos,Fusion Monster
90091224,Dark Rebellion Xyz Dragon of the Four Heavenly Dragons,XYZ Monster
90098780,Humhumming the Key Djinn,XYZ Monster
90126061,Number 5: Doom Chimera Dragon,XYZ Monster
90140980,Ojama King,Fusion Monster
90162951,Number 35: Ravenous Tarantula,XYZ Monster
90207654,Gullveig of the Nordic Ascendant,Link Monster
90290572,Protector of The Agents - Moon,Link Monster
90303227,"K9-X ""Werewolf""",XYZ Monster
90307498,Elemental HERO Neos Kluger,Fusion Monster
90448279,Divine Arsenal AA-ZEUS - Sky Thunder,XYZ Monster
90465153,Mannadium Prime-Heart,Synchro Monster
90512490,Greatfly,Link Monster
90555947,Naturia Gaiastrio,Fusion Monster
90579153,Destiny HERO - Dystopia,Fusion Monster
90587641,Superheavy Samurai Commander Shanawo,Synchro Pendulum Effect Monster
90590303,Number 41: Bagooska the Terribly Tired Tapir,XYZ Monster
90660762,Meteor Black Dragon,Fusion Monster
90664857,Virtual World Shell - Jaja,XYZ Monster
90673288,Sky Striker Ace - Shizuku,Link Monster
90726340,Queen Dragun Djinn,XYZ Monster
90809975,Toadally Awesome,XYZ Monster
90884403,Phantasmal Lord Ultimitl Bishbaalkin,Synchro Monster
90953320,T.G. Hyper Librarian,Synchro Monster
90957527,Gladiator Beast Gaiodiaz,Fusion Monster
91034681,Frightfur Daredevil,Fusion Monster
91135480,Time Thief Double Barrel,XYZ Monster
91140491,Seraphim Papillion,Link Monster
91237821,Clown Crew Fiends,XYZ Monster
91272072,Trickstar Band Sweet Guitar,Fusion Monster
91279700,Evilswarm Ophion,XYZ Monster
91300233,Beetrooper Cruel Saturnas,Fusion Monster
91336701,Day-Breaker the Shining Magical Warrior,Link Monster
91397409,Penguin Brave,Synchro Monster
91420202,Avendread Savior,Link Monster
91499077,Gagaga Samurai,XYZ Monster
91557476,Sunvine Thrasher,Link Monster
91575236,Immortal Dragon,Synchro Tuner Monster
91895091,Soul of Silvermountain,XYZ Monster
91949988,"Gaia Dragon, the Thunder Charger",XYZ Monster
91998119,XYZ-Dragon Cannon,Fusion Monster
92015800,Number 76: Harmonizer Gradielle,XYZ Monster
92359409,Superdreadnought Rail Cannon Gustav Rocket,XYZ Monster
92361635,Atomic Scrap Dragon,Synchro Monster
92362073,Galaxy Satellite Dragon,Link Monster
92385016,Munin the Runick Wings,Fusion Monster
92422871,Cyberse Desavewurm,Fusion Monster
92517928,Galaxy-Eyes Antimatter Dragon,XYZ Monster
92519087,Virtual World Kyubi - Shenshen,Synchro Monster
92661479,Photon Strike Bounzer,XYZ Monster
92731385,Tearlaments Kitkallos,Fusion Monster
92744676,Zapper Shrimp,Synchro Tuner Monster
92770064,Sunavalon Dryatrentiay,Link Monster
92781606,X-Krawler Qualiark,Link Monster
92798873,Dinomorphia Rexterm,Fusion Monster
92812851,Exceed the Pendulum,Link Monster
92892239,Borreload Furious Dragon,Fusion Monster
92918648,Hierophant of Prophecy,XYZ Monster
93039339,Super Starslayer TY-PHON - Sky Crisis,XYZ Monster
93053159,Alba System Dogmatikalamity,Fusion Monster
93084621,Unchained Soul of Anguish,Link Monster
93108839,Number 58: Burner Visor,XYZ Monster
93125329,Golden Cloud Beast - Malong,Synchro Tuner Monster
93157004,Vylon Omega,Synchro Monster
93172951,Clown Crew Meteor,Synchro Monster
93192592,Lollipo★Yummy Way,Synchro Tuner Monster
93347961,Elemental HERO Flame Wingman - Infernal Rage,Fusion Monster
93353691,Driven Daredevil,Synchro Monster
93379652,Gem-Knight Prismaura,Fusion Monster
93483212,"Odin, Father of the Aesir",Synchro Monster
93503294,Altergeist Primebanshee,Link Monster
93568288,Number 80: Rhapsody in Berserk,XYZ Monster
93657021,Destiny HERO - Dusktopia,Fusion Monster
93672138,Evil★Twin's Trouble Sunny,Link Monster
93713837,Number 24: Dragulas the Vampiric Dragon,XYZ Monster
93729065,Starving Venemy Dragon,Pendulum Effect Fusion Monster
93730230,Chronomaly Crystal Chrononaut,XYZ Monster
93777634,Number 39: Utopia Rising,XYZ Monster
93854893,"Dingirsu, the Orcust of the Evening Star",XYZ Monster
93860227,Necroquip Princess,Fusion Monster
93877990,Brotherhood of the Fire Fist - Swan,Fusion Monster
93896655,Sunavalon Dryas,Link Monster
94119480,"Adreus, Keeper of Armageddon",XYZ Monster
94130731,Transcendosaurus Glaciasaurus,Synchro Monster
94151981,Xyz Armor Torpedo,XYZ Monster
94207108,Marincess Wonder Heart,Link Monster
94253655,Plunder Patrollship Brann,Synchro Monster
94259633,Relinquished Anima,Link Monster
94292987,Fabled Gammajin,Synchro Tuner Monster
94380860,Number 103: Ragnazero,XYZ Monster
94410955,Hecahands Xeno,Fusion Monster
94503794,"Kerzebs, the Gaoled Glutton",XYZ Monster
94515289,Frozen Fitzgerald,Synchro Monster
94566432,Kaiser Dragon,Fusion Monster
94626871,Trickstar Black Catbat,Link Monster
94641726,Storm-Bane Dragon Destorbim,Synchro Monster
94677445,Ib the World Chalice Justiciar,Synchro Tuner Monster
94798725,Gunkan Suship Uni-class Super-Dreadnought,XYZ Monster
94905343,Rabid Horseman,Fusion Monster
94942656,Stealth Kragen Spawn,XYZ Monster
94977269,El Shaddoll Winda,Fusion Monster
95040215,Blackwing - Nothung the Starlight,Synchro Monster
95095116,"Gaia Prominence, the Fierce Force",Fusion Monster
95113856,Phantom Fortress Enterblathnir,XYZ Monster
95134948,Number 99: Utopia Dragonar,XYZ Monster
95144193,Kwagar Hercules,Fusion Monster
95169481,Diamond Dire Wolf,XYZ Monster
95239444,"Orea, the Sylvan High Arbiter",XYZ Monster
95243515,Virtual World Tiger - Fufu,XYZ Monster
95372220,Flash Charge Dragon,Link Monster
95442074,Number 31: Embodiment of Punishment,XYZ Monster
95453143,Hundred Eyes Dragon,Synchro Monster
95454996,Maliss <Q> White Binder,Link Monster
95463814,Phantasm Emperor Trilojig,Fusion Monster
95474755,Number 89: Diablosis the Mind Hacker,XYZ Monster
95486586,Elemental HERO Core,Fusion Monster
95493471,Neo Super Quantal Mech King Blaster Magna,Link Monster
95506252,Black Jack the Shadow-Armored Knight,Synchro Monster
95515058,Gouki The Blade Ogre,Link Monster
95515518,The Weather Painter Moonbow,Link Monster
95526884,Hyper Psychic Blaster,Synchro Monster
95626382,DoomZ XII End - Drastrius,XYZ Monster
95685352,Dark Anthelion Dragon,XYZ Pendulum Effect Monster
95784714,"Flying Mary, the Wandering Ghost Ship",Link Monster
95793022,World Chalice Guardragon Almarduke,Fusion Monster
95911373,"Zoroa, the Magistus Conflagrant Calamity",Synchro Monster
95937545,Golden Allure Queen,Link Monster
95952802,Flower Wolf,Fusion Monster
95973569,T.G. Glaive Blaster,Synchro Monster
95992081,Leviair the Sea Dragon,XYZ Monster
96029574,Black Brutdrago,Synchro Monster
96113307,Ritual Beast Ulti-Reirautari,Link Monster
96150936,Madolche Fresh Sistart,Link Monster
96157835,Raidraptor - Arsenal Falcon,XYZ Monster
96220350,Idaten the Conqueror Star,Fusion Monster
96334243,Sea Monster of Theseus,Fusion Monster
96380700,Talkback Lancer,Link Monster
96381979,Brotherhood of the Fire Fist - Tiger King,XYZ Monster
96402918,"Lancea, Ancestral Dragon of the Ice Mountain",Synchro Monster
96471335,Ebon Illusion Magician,XYZ Monster
96592102,Raidraptor - Blade Burner Falcon,XYZ Monster
96633955,Swordsoul Supreme Sovereign - Chengying,Synchro Monster
96637156,Musical Sumo Dice Games,XYZ Monster
96864105,Number C73: Abyss Supra Splash,XYZ Monster
96897184,Fossil Warrior Skull King,Fusion Monster
97007933,Hi-Speedroid Kendama,Synchro Monster
97051536,Infernoid Evil,Fusion Monster
97053215,G Golem Stubborn Menhir,Link Monster
97165977,Lunalight Panther Dancer,Fusion Monster
97170107,Shining Elf,XYZ Monster
97204936,"Gaia Knight, the Force of Earth",Synchro Monster
97273514,Inzektor Picofalena,Link Monster
97300502,Invoked Augoeides,Fusion Monster
97383507,Dark Templar @Ignister,Link Monster
97403510,Number 92: Heart-eartH Dragon,XYZ Monster
97453744,Heroic Champion - Claivesolish,XYZ Monster
97489701,Red Nova Dragon,Synchro Monster
97520532,Gimmick Puppet Chimera Doll,Link Monster
97584719,Infinitrack Earth Slicer,XYZ Monster
97661969,"Aussa the Earth Charmer, Immovable",Link Monster
97677329,Backup Supervisor,Link Monster
97783338,Gate Guardian of Water and Thunder,Fusion Monster
97792247,Stardust Assault Warrior,Synchro Monster
97800311,Divine Serpent Apophis,Fusion Monster
97836203,T.G. Halberd Cannon,Synchro Monster
97864322,Emperor Charles the Great,Link Monster
97973962,Aleister the Invoker of Madness,Link Monster
98012938,Vulcan the Divine,Synchro Monster
98049934,Epurrely Beauty,XYZ Monster
98095162,"Curious, the Lightsworn Dominion",Link Monster
98127546,Underworld Goddess of the Closed World,Link Monster
98452268,Odd-Eyes Rebellion Dragon Overlord,XYZ Pendulum Effect Monster
98462037,Sky Striker Ace - Azalea,Link Monster
98502113,Dark Paladin,Fusion Monster
98506199,Wind Pegasus @Ignister,Synchro Monster
98558751,T.G. Wonder Magician,Synchro Tuner Monster
98630720,Borrelend Dragon,Link Monster
98637386,Goyo Predator,Synchro Monster
98642179,Ferocious Flame Swordsman,Link Monster
98927491,Ambulance Rescueroid,Fusion Monster
98978921,Link Spider,Link Monster
98986900,Thelematech Clatis,XYZ Monster
99011763,Beat Cop from the Underworld,Link Monster
99111753,Security Dragon,Link Monster
99115354,Hyper Psychic Riser,Synchro Monster
99217226,Paladins of Bonds and Unity,Synchro Monster
99267150,Five-Headed Dragon,Fusion Monster
99469936,Full Armored Crystalzero Lancer,XYZ Monster
99551425,Labyrinth Tank,Fusion Monster
99585850,Red Supernova Dragon,Synchro Monster
99666430,Jinzo - Layered,XYZ Monster
99724761,XZ-Tank Cannon,Fusion Monster
99726621,Tri-Brigade Shuraig the Ominous Omen,Link Monster
99916754,Naturia Exterio,Fusion Monster
99937842,T.G. Star Guardian,Synchro Tuner Monster
99991455,Raijin the Breakbolt Star,Fusion Monster
